Percentile,CMAX_dBZ,SDRR_dBZ,Difference_dBZ
42.3,-25,0,-25
42.25,-25,0,-25
42.2,-25,0,-25
42.15,-25,0,-25
42.1,-25,0,-25
42.05,-25,0,-25
42,-25,0,-25
41.95,-25,0,-25
41.9,-25,0,-25
41.85,-25,0,-25
41.8,-25,0,-25
41.75,-25,0,-25
41.7,-25,0,-25
41.65,-25,0,-25
41.6,-25,0,-25
41.55,-25,0,-25
41.5,-25,0,-25
41.45,-25,0,-25
41.4,-25,0,-25
41.35,-25,0,-25
41.3,-25,0,-25
41.25,-25,0,-25
41.2,-25,0,-25
41.15,-25,0,-25
41.1,-25,0,-25
41.05,-25,0,-25
41,-25,0,-25
40.95,-25,0,-25
40.9,-25,0,-25
40.85,-25,0,-25
40.8,-25,0,-25
40.75,-25,0,-25
40.7,-25,0,-25
40.65,-25,0,-25
40.6,-25,0,-25
40.55,-25,0,-25
40.5,-25,0,-25
40.45,-25,0,-25
40.4,-25,0,-25
40.35,-25,0,-25
40.3,-25,0,-25
40.25,-25,0,-25
40.2,-25,0,-25
40.15,-25,0,-25
40.1,-25,0,-25
40.05,-25,0,-25
40,-25,0,-25
39.95,-25,0,-25
39.9,-25,0,-25
39.85,-25,0,-25
39.8,-25,0,-25
39.75,-25,0,-25
39.7,-25,0,-25
39.65,-25,0,-25
39.6,-25,0,-25
39.55,-25,0,-25
39.5,-25,0,-25
39.45,-25,0,-25
39.4,-25,0,-25
39.35,-25,0,-25
39.3,-25,0,-25
39.25,-25,0,-25
39.2,-25,0,-25
39.15,-25,0,-25
39.1,-25,0,-25
39.05,-25,0,-25
39,-25,0,-25
38.95,-25,0,-25
38.9,-25,0,-25
38.85,-25,0,-25
38.8,-25,0,-25
38.75,-25,0,-25
38.7,-25,0,-25
38.65,-25,0,-25
38.6,-25,0,-25
38.55,-25,0,-25
38.5,-25,0,-25
38.45,-25,0,-25
38.4,-25,0,-25
38.35,-25,0,-25
38.3,-25,0,-25
38.25,-25,0,-25
38.2,-25,0,-25
38.15,-25,0,-25
38.1,-25,0,-25
38.05,-25,0,-25
38,-25,0,-25
37.95,-25,0,-25
37.9,-25,0,-25
37.85,-25,0,-25
37.8,-25,0,-25
37.75,-25,0,-25
37.7,-25,0,-25
37.65,-25,0,-25
37.6,-25,0,-25
37.55,-25,0,-25
37.5,-25,0,-25
37.45,-25,0,-25
37.4,-25,0,-25
37.35,-25,0,-25
37.3,-25,0,-25
37.25,-25,0,-25
37.2,-25,0,-25
37.15,-25,0,-25
37.1,-25,0,-25
37.05,-25,0,-25
37,-25,0,-25
36.95,-25,0,-25
36.9,-25,0,-25
36.85,-25,0,-25
36.8,-25,0,-25
36.75,-25,0,-25
36.7,-25,0,-25
36.65,-25,0,-25
36.6,-25,0,-25
36.55,-25,0,-25
36.5,-25,0,-25
36.45,-25,0,-25
36.4,-25,0,-25
36.35,-25,0,-25
36.3,-25,0,-25
36.25,-25,0,-25
36.2,-25,0,-25
36.15,-25,0,-25
36.1,-25,0,-25
36.05,-25,0,-25
36,-25,0,-25
35.95,-25,0,-25
35.9,-25,0,-25
35.85,-25,0,-25
35.8,-25,0,-25
35.75,-25,0,-25
35.7,-25,0,-25
35.65,-25,0,-25
35.6,-25,0,-25
35.55,-25,0,-25
35.5,-25,0,-25
35.45,-25,0,-25
35.4,-25,0,-25
35.35,-25,0,-25
35.3,-25,0,-25
35.25,-25,0,-25
35.2,-25,0,-25
35.15,-25,0,-25
35.1,-25,0,-25
35.05,-25,0,-25
35,-25,0,-25
34.95,-25,0,-25
34.9,-25,0,-25
34.85,-25,0,-25
34.8,-25,0,-25
34.75,-25,0,-25
34.7,-25,0,-25
34.65,-25,0,-25
34.6,-25,0,-25
34.55,-25,0,-25
34.5,-25,0,-25
34.45,-25,0,-25
34.4,-25,0,-25
34.35,-25,0,-25
34.3,-25,0,-25
34.25,-25,0,-25
34.2,-25,0,-25
34.15,-25,0,-25
34.1,-25,0,-25
34.05,-25,0,-25
34,-25,0,-25
33.95,-25,0,-25
33.9,-25,0,-25
33.85,-25,0,-25
33.8,-25,0,-25
33.75,-25,0,-25
33.7,-25,0,-25
33.65,-25,0,-25
33.6,-25,0,-25
33.55,-25,0,-25
33.5,-25,0,-25
33.45,-25,0,-25
33.4,-25,0,-25
33.35,-25,0,-25
33.3,-25,0,-25
33.25,-25,0,-25
33.2,-25,0,-25
33.15,-25,0,-25
33.1,-25,0,-25
33.05,-25,0,-25
33,-25,0,-25
32.95,-25,0,-25
32.9,-25,0,-25
32.85,-25,0,-25
32.8,-25,0,-25
32.75,-25,0,-25
32.7,-25,0,-25
32.65,-25,0,-25
32.6,-25,0,-25
32.55,-25,0,-25
32.5,-25,0,-25
32.45,-25,0,-25
32.4,-25,0,-25
32.35,-25,0,-25
32.3,-25,0,-25
32.25,-25,0,-25
32.2,-25,0,-25
32.15,-25,0,-25
32.1,-25,0,-25
32.05,-25,0,-25
32,-25,0,-25
31.95,-25,0,-25
31.9,-25,0,-25
31.85,-25,0,-25
31.8,-25,0,-25
31.75,-25,0,-25
31.7,-25,0,-25
31.65,-25,0,-25
31.6,-25,0,-25
31.55,-25,0,-25
31.5,-25,0,-25
31.45,-25,0,-25
31.4,-25,0,-25
31.35,-25,0,-25
31.3,-25,0,-25
31.25,-25,0,-25
31.2,-25,0,-25
31.15,-25,0,-25
31.1,-25,0,-25
31.05,-25,0,-25
31,-25,0,-25
30.95,-25,0,-25
30.9,-25,0,-25
30.85,-25,0,-25
30.8,-25,0,-25
30.75,-25,0,-25
30.7,-25,0,-25
30.65,-25,0,-25
30.6,-25,0,-25
30.55,-25,0,-25
30.5,-25,0,-25
30.45,-25,0,-25
30.4,-25,0,-25
30.35,-25,0,-25
30.3,-25,0,-25
30.25,-25,0,-25
30.2,-25,0,-25
30.15,-25,0,-25
30.1,-25,0,-25
30.05,-25,0,-25
30,-25,0,-25
29.95,-25,0,-25
29.9,-25,0,-25
29.85,-25,0,-25
29.8,-25,0,-25
29.75,-25,0,-25
29.7,-25,0,-25
29.65,-25,0,-25
29.6,-25,0,-25
29.55,-25,0,-25
29.5,-25,0,-25
29.45,-25,0,-25
29.4,-25,0,-25
29.35,-25,0,-25
29.3,-25,0,-25
29.25,-25,0,-25
29.2,-25,0,-25
29.15,-25,0,-25
29.1,-25,0,-25
29.05,-25,0,-25
29,-25,0,-25
28.95,-25,0,-25
28.9,-25,0,-25
28.85,-25,0,-25
28.8,-25,0,-25
28.75,-25,0,-25
28.7,-25,0,-25
28.65,-25,0,-25
28.6,-25,0,-25
28.55,-25,0,-25
28.5,-25,0,-25
28.45,-25,0,-25
28.4,-25,0,-25
28.35,-25,0,-25
28.3,-25,0,-25
28.25,-25,0,-25
28.2,-25,0,-25
28.15,-25,0,-25
28.1,-25,0,-25
28.05,-25,0,-25
28,-25,0,-25
27.95,-25,0,-25
27.9,-25,0,-25
27.85,-25,0,-25
27.8,-25,0,-25
27.75,-25,0,-25
27.7,-25,0,-25
27.65,-25,0,-25
27.6,-25,0,-25
27.55,-25,0,-25
27.5,-25,0,-25
27.45,-25,0,-25
27.4,-25,0,-25
27.35,-25,0,-25
27.3,-25,0,-25
27.25,-25,0,-25
27.2,-25,0,-25
27.15,-25,0,-25
27.1,-25,0,-25
27.05,-25,0,-25
27,-25,0,-25
26.95,-25,0,-25
26.9,-25,0,-25
26.85,-25,0,-25
26.8,-25,0,-25
26.75,-25,0,-25
26.7,-25,0,-25
26.65,-25,0,-25
26.6,-25,0,-25
26.55,-25,0,-25
26.5,-25,0,-25
26.45,-25,0,-25
26.4,-25,0,-25
26.35,-25,0,-25
26.3,-25,0,-25
26.25,-25,0,-25
26.2,-25,0,-25
26.15,-25,0,-25
26.1,-25,0,-25
26.05,-25,0,-25
26,-25,0,-25
25.95,-25,0,-25
25.9,-25,0,-25
25.85,-25,0,-25
25.8,-25,0,-25
25.75,-25,0,-25
25.7,-25,0,-25
25.65,-25,0,-25
25.6,-25,0,-25
25.55,-25,0,-25
25.5,-25,0,-25
25.45,-25,0,-25
25.4,-25,0,-25
25.35,-25,0,-25
25.3,-25,0,-25
25.25,-25,0,-25
25.2,-25,0,-25
25.15,-25,0,-25
25.1,-25,0,-25
25.05,-25,0,-25
25,-25,0,-25
24.95,-25,0,-25
24.9,-25,0,-25
24.85,-25,0,-25
24.8,-25,0,-25
24.75,-25,0,-25
24.7,-25,0,-25
24.65,-25,0,-25
24.6,-25,0,-25
24.55,-25,0,-25
24.5,-25,0,-25
24.45,-25,0,-25
24.4,-25,0,-25
24.35,-25,0,-25
24.3,-25,0,-25
24.25,-25,0,-25
24.2,-25,0,-25
24.15,-25,0,-25
24.1,-25,0,-25
24.05,-25,0,-25
24,-25,0,-25
23.95,-25,0,-25
23.9,-25,0,-25
23.85,-25,0,-25
23.8,-25,0,-25
23.75,-25,0,-25
23.7,-25,0,-25
23.65,-25,0,-25
23.6,-25,0,-25
23.55,-25,0,-25
23.5,-25,0,-25
23.45,-25,0,-25
23.4,-25,0,-25
23.35,-25,0,-25
23.3,-25,0,-25
23.25,-25,0,-25
23.2,-25,0,-25
23.15,-25,0,-25
23.1,-25,0,-25
23.05,-25,0,-25
23,-25,0,-25
22.95,-25,0,-25
22.9,-25,0,-25
22.85,-25,0,-25
22.8,-25,0,-25
22.75,-25,0,-25
22.7,-25,0,-25
22.65,-25,0,-25
22.6,-25,0,-25
22.55,-25,0,-25
22.5,-25,0,-25
22.45,-25,0,-25
22.4,-25,0,-25
22.35,-25,0,-25
22.3,-25,0,-25
22.25,-25,0,-25
22.2,-25,0,-25
22.15,-25,0,-25
22.1,-25,0,-25
22.05,-25,0,-25
22,-25,0,-25
21.95,-25,0,-25
21.9,-25,0,-25
21.85,-25,0,-25
21.8,-25,0,-25
21.75,-25,0,-25
21.7,-25,0,-25
21.65,-25,0,-25
21.6,-25,0,-25
21.55,-25,0,-25
21.5,-25,0,-25
21.45,-25,0,-25
21.4,-25,0,-25
21.35,-25,0,-25
21.3,-25,0,-25
21.25,-25,0,-25
21.2,-25,0,-25
21.15,-25,0,-25
21.1,-25,0,-25
21.05,-25,0,-25
21,-25,0,-25
20.95,-25,0,-25
20.9,-25,0,-25
20.85,-25,0,-25
20.8,-25,0,-25
20.75,-25,0,-25
20.7,-25,0,-25
20.65,-25,0,-25
20.6,-25,0,-25
20.55,-25,0,-25
20.5,-25,0,-25
20.45,-25,0,-25
20.4,-25,0,-25
20.35,-25,0,-25
20.3,-25,0,-25
20.25,-25,0,-25
20.2,-25,0,-25
20.15,-25,0,-25
20.1,-25,0,-25
20.05,-25,0,-25
20,-25,0,-25
19.95,-25,0,-25
19.9,-25,0,-25
19.85,-25,0,-25
19.8,-25,0,-25
19.75,-25,0,-25
19.7,-25,0,-25
19.65,-25,0,-25
19.6,-25,0,-25
19.55,-25,0,-25
19.5,-25,0,-25
19.45,-25,0,-25
19.4,-25,0,-25
19.35,-25,0,-25
19.3,-25,0,-25
19.25,-25,0,-25
19.2,-25,0,-25
19.15,-25,0,-25
19.1,-25,0,-25
19.05,-25,0,-25
19,-25,0,-25
18.95,-25,0,-25
18.9,-25,0,-25
18.85,-25,0,-25
18.8,-25,0,-25
18.75,-25,0,-25
18.7,-25,0,-25
18.65,-25,0,-25
18.6,-25,0,-25
18.55,-25,0,-25
18.5,-25,0,-25
18.45,-25,0,-25
18.4,-25,0,-25
18.35,-25,0,-25
18.3,-25,0,-25
18.25,-25,0,-25
18.2,-25,0,-25
18.15,-25,0,-25
18.1,-25,0,-25
18.05,-25,0,-25
18,-25,0,-25
17.95,-25,0,-25
17.9,-25,0,-25
17.85,-25,0,-25
17.8,-25,0,-25
17.75,-25,0,-25
17.7,-25,0,-25
17.65,-25,0,-25
17.6,-25,0,-25
17.55,-25,0,-25
17.5,-25,0,-25
17.45,-25,0,-25
17.4,-25,0,-25
17.35,-25,0,-25
17.3,-25,0,-25
17.25,-25,0,-25
17.2,-25,0,-25
17.15,-25,0,-25
17.1,-25,0,-25
17.05,-25,0,-25
17,-25,0,-25
16.95,-25,0,-25
16.9,-25,0,-25
16.85,-25,0,-25
16.8,-25,0,-25
16.75,-25,0,-25
16.7,-25,0,-25
16.65,-25,0,-25
16.6,-25,0,-25
16.55,-25,0,-25
16.5,-25,0,-25
16.45,-25,0,-25
16.4,-25,0,-25
16.35,-25,0,-25
16.3,-25,0,-25
16.25,-25,0,-25
16.2,-25,0,-25
16.15,-25,0,-25
16.1,-25,0,-25
16.05,-25,0,-25
16,-25,0,-25
15.95,-25,0,-25
15.9,-25,0,-25
15.85,-25,0,-25
15.8,-25,0,-25
15.75,-25,0,-25
15.7,-25,0,-25
15.65,-25,0,-25
15.6,-25,0,-25
15.55,-25,0,-25
15.5,-25,0,-25
15.45,-25,0,-25
15.4,-25,0,-25
15.35,-25,0,-25
15.3,-25,0,-25
15.25,-25,0,-25
15.2,-25,0,-25
15.15,-25,0,-25
15.1,-25,0,-25
15.05,-25,0,-25
15,-25,0,-25
14.95,-25,0,-25
14.9,-25,0,-25
14.85,-25,0,-25
14.8,-25,0,-25
14.75,-25,0,-25
14.7,-25,0,-25
14.65,-25,0,-25
14.6,-25,0,-25
14.55,-25,0,-25
14.5,-25,0,-25
14.45,-25,0,-25
14.4,-25,0,-25
14.35,-25,0,-25
14.3,-25,0,-25
14.25,-25,0,-25
14.2,-25,0,-25
14.15,-25,0,-25
14.1,-25,0,-25
14.05,-25,0,-25
14,-25,0,-25
13.95,-25,0,-25
13.9,-25,0,-25
13.85,-25,0,-25
13.8,-25,0,-25
13.75,-25,0,-25
13.7,-25,0,-25
13.65,-25,0,-25
13.6,-25,0,-25
13.55,-25,0,-25
13.5,-25,0,-25
13.45,-25,0,-25
13.4,-25,0,-25
13.35,-25,0,-25
13.3,-25,0,-25
13.25,-25,0,-25
13.2,-25,0,-25
13.15,-25,0,-25
13.1,-25,0,-25
13.05,-25,0,-25
13,-25,0,-25
12.95,-25,0,-25
12.9,-25,0,-25
12.85,-25,0,-25
12.8,-25,0,-25
12.75,-25,0,-25
12.7,-25,0,-25
12.65,-25,0,-25
12.6,-25,0,-25
12.55,-25,0,-25
12.5,-25,0,-25
12.45,-25,0,-25
12.4,-25,0,-25
12.35,-25,0,-25
12.3,-25,0,-25
12.25,-25,0,-25
12.2,-25,0,-25
12.15,-25,0,-25
12.1,-25,0,-25
12.05,-25,0,-25
12,-25,0,-25
11.95,-25,0,-25
11.9,-25,0,-25
11.85,-25,0,-25
11.8,-25,0,-25
11.75,-25,0,-25
11.7,-25,0,-25
11.65,-25,0,-25
11.6,-25,0,-25
11.55,-25,0,-25
11.5,-25,0,-25
11.45,-25,0,-25
11.4,-25,0,-25
11.35,-25,0,-25
11.3,-25,0,-25
11.25,-25,0,-25
11.2,-25,0,-25
11.15,-25,0,-25
11.1,-25,0,-25
11.05,-25,0,-25
11,-25,0,-25
10.95,-25,0,-25
10.9,-25,0,-25
10.85,-25,0,-25
10.8,-25,0,-25
10.75,-25,0,-25
10.7,-25,0,-25
10.65,-25,0,-25
10.6,-25,0,-25
10.55,-25,0,-25
10.5,-25,0,-25
10.45,-25,0,-25
10.4,-25,0,-25
10.35,-25,0,-25
10.3,-25,0,-25
10.25,-25,0,-25
10.2,-25,0,-25
10.15,-25,0,-25
10.1,-25,0,-25
10.05,-25,0,-25
10,-25,0,-25
9.95,-25,0,-25
9.9,-25,0,-25
9.85,-25,0,-25
9.8,-25,0,-25
9.75,-25,0,-25
9.7,-25,0,-25
9.65,-25,0,-25
9.6,-25,0,-25
9.55,-25,0,-25
9.5,-25,0,-25
9.45,-25,0,-25
9.4,-25,0,-25
9.35,-25,0,-25
9.3,-25,0,-25
9.25,-25,0,-25
9.2,-25,0,-25
9.15,-25,0,-25
9.1,-25,0,-25
9.05,-25,0,-25
9,-25,0,-25
8.95,-25,0,-25
8.9,-25,0,-25
8.85,-25,0,-25
8.8,-25,0,-25
8.75,-25,0,-25
8.7,-25,0,-25
8.65,-25,0,-25
8.6,-25,0,-25
8.55,-25,0,-25
8.5,-25,0,-25
8.45,-25,0,-25
8.4,-25,0,-25
8.35,-25,0,-25
8.3,-25,0,-25
8.25,-25,0,-25
8.2,-25,0,-25
8.15,-25,0,-25
8.1,-25,0,-25
8.05,-25,0,-25
8,-25,0,-25
7.95,-25,0,-25
7.9,-25,0,-25
7.85,-25,0,-25
7.8,-25,0,-25
7.75,-25,0,-25
7.7,-25,0,-25
7.65,-25,0,-25
7.6,-25,0,-25
7.55,-25,0,-25
7.5,-25,0,-25
7.45,-25,0,-25
7.4,-25,0,-25
7.35,-25,0,-25
7.3,-25,0,-25
7.25,-25,0,-25
7.2,-25,0,-25
7.15,-25,0,-25
7.1,-25,0,-25
7.05,-25,0,-25
7,-25,0,-25
6.95,-25,0,-25
6.9,-25,0,-25
6.85,-25,0,-25
6.8,-25,0,-25
6.75,-25,0,-25
6.7,-25,0,-25
6.65,-25,0,-25
6.6,-25,0,-25
6.55,-25,0,-25
6.5,-25,0,-25
6.45,-25,0,-25
6.4,-25,0,-25
6.35,-25,0,-25
6.3,-25,0,-25
6.25,-25,0,-25
6.2,-25,0,-25
6.15,-25,0,-25
6.1,-25,0,-25
6.05,-25,0,-25
6,-25,0,-25
5.95,-25,0,-25
5.9,-25,0,-25
5.85,-25,0,-25
5.8,-25,0,-25
5.75,-25,0,-25
5.7,-25,0,-25
5.65,-25,0,-25
5.6,-25,0,-25
5.55,-25,0,-25
5.5,-25,0,-25
5.45,-25,0,-25
5.4,-25,0,-25
5.35,-25,0,-25
5.3,-25,0,-25
5.25,-25,0,-25
5.2,-25,0,-25
5.15,-25,0,-25
5.1,-25,0,-25
5.05,-25,0,-25
5,-25,0,-25
4.95,-25,0,-25
4.9,-25,0,-25
4.85,-25,0,-25
4.8,-25,0,-25
4.75,-25,0,-25
4.7,-25,0,-25
4.65,-25,0,-25
4.6,-25,0,-25
4.55,-25,0,-25
4.5,-25,0,-25
4.45,-25,0,-25
4.4,-25,0,-25
4.35,-25,0,-25
4.3,-25,0,-25
4.25,-25,0,-25
4.2,-25,0,-25
4.15,-25,0,-25
4.1,-25,0,-25
4.05,-25,0,-25
4,-25,0,-25
3.95,-25,0,-25
3.9,-25,0,-25
3.85,-25,0,-25
3.8,-25,0,-25
3.75,-25,0,-25
3.7,-25,0,-25
3.65,-25,0,-25
3.6,-25,0,-25
3.55,-25,0,-25
3.5,-25,0,-25
3.45,-25,0,-25
3.4,-25,0,-25
3.35,-25,0,-25
3.3,-25,0,-25
3.25,-25,0,-25
3.2,-25,0,-25
3.15,-25,0,-25
3.1,-25,0,-25
3.05,-25,0,-25
3,-25,0,-25
2.95,-25,0,-25
2.9,-25,0,-25
2.85,-25,0,-25
2.8,-25,0,-25
2.75,-25,0,-25
2.7,-25,0,-25
2.65,-25,0,-25
2.6,-25,0,-25
2.55,-25,0,-25
2.5,-25,0,-25
2.45,-25,0,-25
2.4,-25,0,-25
2.35,-25,0,-25
2.3,-25,0,-25
2.25,-25,0,-25
2.2,-25,0,-25
2.15,-25,0,-25
2.1,-25,0,-25
2.05,-25,0,-25
2,-25,0,-25
1.95,-25,0,-25
1.9,-25,0,-25
1.85,-25,0,-25
1.8,-25,0,-25
1.75,-25,0,-25
1.7,-25,0,-25
1.65,-25,0,-25
1.6,-25,0,-25
1.55,-25,0,-25
1.5,-25,0,-25
1.45,-25,0,-25
1.4,-25,0,-25
1.35,-25,0,-25
1.3,-25,0,-25
1.25,-25,0,-25
1.2,-25,0,-25
1.15,-25,0,-25
1.1,-25,0,-25
1.05,-25,0,-25
1,-25,0,-25
0.95,-25,0,-25
0.9,-25,0,-25
0.85,-25,0,-25
0.8,-25,0,-25
0.75,-25,0,-25
0.7,-25,0,-25
0.65,-25,0,-25
0.6,-25,0,-25
0.55,-25,0,-25
0.5,-25,0,-25
0.45,-25,0,-25
0.4,-25,0,-25
0.35,-25,0,-25
0.3,-25,0,-25
0.25,-25,0,-25
0.2,-25,0,-25
0.15,-25,0,-25
0.1,-25,0,-25
0.05,-25,0,-25
